Location,DateTime,pH,Temp_C,Turbidity_NTU,DO_mgL,Flow_cfs
Downstream_Plant,2/6/2025 0:00,7.04,10.1,0.35,9.73,45.63
Downstream_Plant,2/6/2025 1:00,6.8,10.35,0.36,10,45.42
Downstream_Plant,2/6/2025 2:00,7.25,11.55,34.01,9.49,47.53
Downstream_Plant,2/6/2025 3:00,7.2,11.87,2.58,9.11,48.32
Downstream_Plant,2/6/2025 4:00,7.4,14.09,1.87,8.49,48.87
Downstream_Plant,2/6/2025 5:00,7.55,15.46,3.61,8.43,53.01
Downstream_Plant,2/6/2025 6:00,7.18,17.3,2.83,7.83,48.21
Downstream_Plant,2/6/2025 7:00,7.59,19.8,0.74,7.26,51.9
Downstream_Plant,2/6/2025 8:00,7.15,21.37,0,7.54,47.75
Downstream_Plant,2/6/2025 9:00,7.92,22.65,1.07,6.48,53.01
Downstream_Plant,2/6/2025 10:00,6.88,22.88,0,6.35,45.35
Downstream_Plant,2/6/2025 11:00,7.68,25,0.56,6.17,51.05
Downstream_Plant,2/6/2025 12:00,6.88,23.9,2.16,6.03,50.29
Downstream_Plant,2/6/2025 13:00,6.85,25,3.85,6.21,49.99
Downstream_Plant,2/6/2025 14:00,6.91,24.41,1.89,6.37,54.96
Downstream_Plant,2/6/2025 15:00,7.05,23.89,4.11,6.57,49.52
Downstream_Plant,2/6/2025 16:00,7.46,20.93,0.8,6.73,48.2
Downstream_Plant,2/6/2025 17:00,7.14,19.59,4.27,7.2,52.12
Downstream_Plant,2/6/2025 18:00,7.58,17.19,1.24,8.08,47.01
Downstream_Plant,2/6/2025 19:00,7.54,16.24,0.64,8.27,53.04
Downstream_Plant,2/6/2025 20:00,6.81,13.53,0,9.79,52.19
Downstream_Plant,2/6/2025 21:00,6.69,12.06,5.6,9.69,51.42
Downstream_Plant,2/6/2025 22:00,6.77,11.24,3.88,9.43,51.4
Downstream_Plant,2/6/2025 23:00,7.52,11.44,2.43,9.58,46.24
Downstream_Plant,2/7/2025 0:00,7.3,10.25,1.65,9.75,54.41
Downstream_Plant,2/7/2025 1:00,7.66,10,0.75,9.81,46.25
Downstream_Plant,2/7/2025 2:00,7.08,11.59,3.75,9.99,46.54
Downstream_Plant,2/7/2025 3:00,6.94,11.53,3.06,9.38,53.25
Downstream_Plant,2/7/2025 4:00,7.29,13.78,0.07,8.86,52.67
Downstream_Plant,2/7/2025 5:00,6.83,15.92,1.13,8.3,54.57
Downstream_Plant,2/7/2025 6:00,6.66,17.6,1.83,8.05,45.6
Downstream_Plant,2/7/2025 7:00,6.88,19.65,0.98,7.32,52.18
Downstream_Plant,2/7/2025 8:00,7.14,20.26,19.58,7.09,48.19
Downstream_Plant,2/7/2025 9:00,7.48,22.42,2.25,6.82,48.84
Downstream_Plant,2/7/2025 10:00,7.34,23.71,1.25,6.44,50.78
Downstream_Plant,2/7/2025 11:00,7.43,24.42,4.35,6,48.09
Downstream_Plant,2/7/2025 12:00,7.17,25,2.52,6.14,48.53
Downstream_Plant,2/7/2025 13:00,7.16,25,2.55,6,50.37
Downstream_Plant,2/7/2025 14:00,6.92,24.3,0.7,6.14,48.66
Downstream_Plant,2/7/2025 15:00,6.7,22.28,3.14,6.65,50.04
Downstream_Plant,2/7/2025 16:00,7.16,21.29,38.81,6.83,46.19
Downstream_Plant,2/7/2025 17:00,7.5,19.36,0.12,7.9,52.55
Downstream_Plant,2/7/2025 18:00,7.31,18.07,2.78,7.88,48.33
Downstream_Plant,2/7/2025 19:00,6.87,15.65,0.67,8.48,51.13
Downstream_Plant,2/7/2025 20:00,7.68,15.05,1.59,8.83,53.28
Downstream_Plant,2/7/2025 21:00,6.74,12.04,2.58,9.28,51.74
Downstream_Plant,2/7/2025 22:00,7.59,10.92,1.65,9.45,45.27
Downstream_Plant,2/7/2025 23:00,6.5,10.46,2.32,9.62,52.21
Downstream_Plant,2/8/2025 0:00,7.04,10,0,9.74,46.48
Downstream_Plant,2/8/2025 1:00,7.17,10.14,18.85,10,46.51
Downstream_Plant,2/8/2025 2:00,7.23,10.82,0.56,10,52.36
Downstream_Plant,2/8/2025 3:00,6.91,12.45,2.31,9.21,50.25
Downstream_Plant,2/8/2025 4:00,7.59,13.63,2.85,8.93,52.72
Downstream_Plant,2/8/2025 5:00,7.43,15.43,0,8.45,47.47
Downstream_Plant,2/8/2025 6:00,7.07,17.17,25.42,8.04,47.89
Downstream_Plant,2/8/2025 7:00,7.32,20.19,0,7.66,52.95
Downstream_Plant,2/8/2025 8:00,7.18,21.5,0,7.32,53.18
Downstream_Plant,2/8/2025 9:00,7.72,22.55,1.44,6.96,48.46
Downstream_Plant,2/8/2025 10:00,6.98,24.13,2.55,6.47,54.33
Downstream_Plant,2/8/2025 11:00,7.15,24.49,1.04,6.06,51.7
Downstream_Plant,2/8/2025 12:00,6.78,24.86,0,6.2,46.01
Downstream_Plant,2/8/2025 13:00,7.2,24.69,3.38,6,54.35
Downstream_Plant,2/8/2025 14:00,7.45,23.6,3.29,6.33,51.46
Downstream_Plant,2/8/2025 15:00,7.31,22.68,0,6.55,54.37
Downstream_Plant,2/8/2025 16:00,7.36,21.09,3.51,7.44,54.97
Downstream_Plant,2/8/2025 17:00,6.92,19.79,48.67,7.76,45.09
Downstream_Plant,2/8/2025 18:00,6.92,17.28,24.96,8.02,54.89
Downstream_Plant,2/8/2025 19:00,6.86,15.4,44.79,8.43,46.13
Downstream_Plant,2/8/2025 20:00,7.24,14.04,3.42,9.05,52.91
Downstream_Plant,2/8/2025 21:00,7.65,11.43,0.96,9.88,53.27
Downstream_Plant,2/8/2025 22:00,6.7,10.79,1.94,9.83,48.24
Downstream_Plant,2/8/2025 23:00,7.35,10.26,3.17,9.94,48.02
Downstream_Plant,2/9/2025 0:00,6.5,10,1.78,9.97,46.18
Downstream_Plant,2/9/2025 1:00,7.1,10.08,3.43,10,48.11
Downstream_Plant,2/9/2025 2:00,6.91,11.83,4.25,9.41,46.34
Downstream_Plant,2/9/2025 3:00,7.06,12.67,4.04,9.07,49.71
Downstream_Plant,2/9/2025 4:00,7.39,13.03,1.48,9.2,53.73
Downstream_Plant,2/9/2025 5:00,7.7,16.03,2.8,8.62,45.62
Downstream_Plant,2/9/2025 6:00,7.38,16.93,1.47,8.26,50.2
Downstream_Plant,2/9/2025 7:00,7.42,19.69,2.68,7.62,53.09
Downstream_Plant,2/9/2025 8:00,7.39,20.68,2.52,7.36,53.07
Downstream_Plant,2/9/2025 9:00,7.32,22.72,0.52,6.6,45.45
Downstream_Plant,2/9/2025 10:00,6.81,23.89,47.71,6.36,45.69
Downstream_Plant,2/9/2025 11:00,7.27,24.69,2.3,6,54.78
Downstream_Plant,2/9/2025 12:00,7.01,24.59,28.39,6.41,48.76
Downstream_Plant,2/9/2025 13:00,6.72,24.44,0,6.04,46.78
Downstream_Plant,2/9/2025 14:00,6.97,23.4,1.57,6.43,45.23
Downstream_Plant,2/9/2025 15:00,7.22,22.58,4.14,6.28,47.48
Downstream_Plant,2/9/2025 16:00,7.09,21.02,40.38,7.19,46.13
Downstream_Plant,2/9/2025 17:00,7.31,18.96,2.2,7.59,47.06
Downstream_Plant,2/9/2025 18:00,7.26,17.58,1.86,7.92,52.41
Downstream_Plant,2/9/2025 19:00,7.02,15.77,2.34,8.41,50.04
Downstream_Plant,2/9/2025 20:00,7.07,14.64,1.15,9.01,51.73
Downstream_Plant,2/9/2025 21:00,7.09,12.58,1.43,9.19,48.01
Downstream_Plant,2/9/2025 22:00,7.88,11.46,3.79,9.46,49.27
Downstream_Plant,2/9/2025 23:00,6.5,10.29,38.5,9.96,49.16
